index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/0/3,shortAddress/0,shortAddress/1,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,streetPanorama,skyPanorama,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail/0/type,poiInfo/relation/detail/0/sid,poiInfo/relation/detail/0/fullName,poiInfo/relation/detail/0/name,poiInfo/relation/detail/0/category,poiInfo/relation/detail/0/xPos,poiInfo/relation/detail/0/yPos,poiInfo/relation/detail/1/type,poiInfo/relation/detail/1/sid,poiInfo/relation/detail/1/fullName,poiInfo/relation/detail/1/name,poiInfo/relation/detail/1/category,poiInfo/relation/detail/1/xPos,poiInfo/relation/detail/1/yPos,poiInfo/relation/detail/2/type,poiInfo/relation/detail/2/sid,poiInfo/relation/detail/2/fullName,poiInfo/relation/detail/2/name,poiInfo/relation/detail/2/category,poiInfo/relation/detail/2/xPos,poiInfo/relation/detail/2/yPos,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords/car,shortAddress/2,categoryPath/0/4,entranceCoords/walk/2/rep,entranceCoords/walk/2/x,entranceCoords/walk/2/y,poiInfo/relation/detail/3/type,poiInfo/relation/detail/3/sid,poiInfo/relation/detail/3/fullName,poiInfo/relation/detail/3/name,poiInfo/relation/detail/3/category,poiInfo/relation/detail/3/xPos,poiInfo/relation/detail/3/yPos,entranceCoords/walk/3/rep,entranceCoords/walk/3/x,entranceCoords/walk/3/y
39,70,16280047,풍암생활체육공원운동장,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,광주광역시 서구 풍암동,,,,풍암생활체육<b>공원</b>운동장,,4,69161b363f280c936b9091045ec8b2ab,0,,s,1,1,126.8832962,35.1302887,12,false,,,,,,,h50XEkPGX7FOUZcZqGaI6Q==,103.33,-46.11,126.8799972,35.1307511,80,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5025.31,nres://marker/00058-00060,nres://marker/00058-00215,,,,,1000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,71,16303446,죽림근린공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,광주광역시 서구 동천동 508,광주광역시 서구 천변우하로 337 죽림 근린공원 화장실,동천동 508,,죽림근린<b>공원</b>,,4,4fde7883568510eb3150615cd60d196e,0,,s,1,1,126.8570893,35.1681437,12,false,YGnNsnGE+iHzNht8MIQ6PQ==,15.47,-0.38,126.8569765,35.1677103,80,9nJcb74IW7OdRrCzS2njzw==,-91.68,-30.00,126.8611145,35.1682587,124,,,,,,true,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,1747.46,nres://marker/00060-00110,nres://marker/00060-00265,,,,,222195,광주 서구,천변우하로 337,true,126.8565749,35.1676802,true,126.8565749,35.1676802,,,1,RELA,1.0,16303446,117.9926027,19.6944771,117.9926027,19.6944771,5,1320081925,죽림근린공원입구,입구,입구(사람),126.8582382,35.1681529,5,1864773084,죽림근린공원입구,입구,입구(사람),126.8570061,35.1677616,5,1804790486,죽림근린공원입구,입구,입구(사람),126.8565749,35.1676802,,,,false,126.8582382,35.1681529,,죽림 근린공원 화장실,,false,126.8570061,35.1677616,,,,,,,,,,
41,72,16023366,하남공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,광주광역시 광산구 하남동,,,,하남<b>공원</b>,,0,da8fc53908c2937bc023621df33cebd8,0,,s,1,1,126.7930100,35.1918806,12,false,/HUVL53pTwH13ol6oo0Bag==,-43.89,-3.93,126.7946376,35.1912869,80,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7646.21,nres://marker/00060-00110,nres://marker/00060-00265,,,,,222195,,,true,126.7934125,35.1914013,true,126.7934125,35.1914013,,,1,RELA,1.0,16023366,117.9926027,19.6944771,117.9926027,19.6944771,1,21192925,하남공원입구,입구,입구(사람+차량),126.7934125,35.1914013,5,21192927,하남공원입구,입구,입구(사람),126.7945455,35.1913925,5,16023398,하남공원입구,입구,입구(사람),126.7922250,35.1914013,,,,false,126.7945455,35.1913925,,,,false,126.792225,35.1914013,5,21192926,하남공원입구,입구,입구(사람),126.7948250,35.1922679,false,126.794825,35.1922679
42,73,19620031,광주영락공원매점,,false,,0,"쇼핑,유통","슈퍼,마트",223563,223564,223593,광주광역시 북구 효령동,,,,<b>광주</b>영락<b>공원</b>매점,,0,d2f95585b39ccc6b3ca53be4e7258f11,0,,s,1,1,126.9210100,35.2301280,12,false,uZ+BRWNOVEpUfbxz7wZkOg==,-124.05,10.00,126.9211386,35.2302147,120,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7467.13,nres://marker/00034-00104,nres://marker/00034-00224,,,,,223850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,74,16018182,신창가족공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,광주광역시 광산구 신창동 1120,광주광역시 광산구 왕버들로251번길 66,신창동 1120,,신창가족<b>공원</b>,,3,498de83edab82ba3addc187c650c694b,0,,s,1,1,126.8392598,35.1983085,12,false,NKN5XOitejfirWLqNGuhrg==,-28.12,11.81,126.8396429,35.1977608,80,BIDuae5bMN18VV/jv2I0IQ==,-99.26,-30.00,126.8427811,35.1988792,124,,,,,,true,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4129.82,nres://marker/00060-00110,nres://marker/00060-00265,,,,,222195,광주 광산구,왕버들로251번길 66,true,126.8396098,35.1978716,true,126.8396098,35.1978716,,,1,RELA,1.0,16018182,117.9926027,19.6944771,117.9926027,19.6944771,5,1611410910,신창가족공원입구,입구,입구(사람),126.8381223,35.1986740,5,1885606700,신창가족공원입구,입구,입구(사람),126.8396098,35.1978716,,,,,,,,,,,false,126.8381223,35.198674,,,,,,,,,,,,,,,,
44,75,242276368,역산공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,광주광역시 광산구 산정동,,,,역산<b>공원</b>,,6,77c95e94f6599989088a6d3fe5174751,0,,s,1,1,126.8001330,35.1694519,11,false,tWd5vIW7MAGtMt8fZs6muA==,159.88,4.80,126.8007026,35.1702861,80,YoHJ/BknioUYSi1jV5XUTw==,93.42,-30.00,126.7988892,35.1695251,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,6787.65,nres://marker/00036-00079,nres://marker/00036-00203,,,,,222195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,76,16266024,산수공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,광주광역시 동구 산수동,,,,산수<b>공원</b>,,2,694a68d75b40342c943c6faf70316805,0,,s,1,1,126.9285877,35.1550541,12,false,ytI91nAPyLwIqzQLd06aBw==,-145.00,16.86,126.9292511,35.1553392,80,PVAWNvIGTLnk7UY5gg6vmA==,80.56,-30.00,126.9258347,35.1545944,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5396.06,nres://marker/00037-00079,nres://marker/00037-00203,,,,,222195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,77,1598229341,광주남구청 공원녹지과,062-607-3812,false,,1,"공공,사회기관",지방행정기관,222935,222937,1001012,광주광역시 남구 주월동 1284-1,광주광역시 남구 봉선로 1,주월동 1284-1,,<b>광주</b>남구청 <b>공원</b>녹지과,062-607-3812,0,aae2beb304c5a51de1fc72c10358570d,0,,s,1,1,126.9024020,35.1330039,8,false,z+/kOUcGN/swh1r3+Fga6g==,179.15,10.00,126.9023980,35.1332483,120,419fOerlGaZPpssr6cg/Kg==,-85.23,-30.00,126.9066696,35.1326447,124,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5307.33,nres://marker/00063-00060,nres://marker/00063-00214,,,,,,광주 남구,봉선로 1,true,126.9027924,35.1326855,true,126.9020386,35.1331203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,126.9026343,35.1332352,,,,,,,,,,,,,,,,
47,78,35118221,곤지암도자공원열기구체험,,false,,0,"도시,테마공원",부속시설,222117,222122,222170,경기도 광주시 곤지암읍 삼리,,,,곤지암도자<b>공원</b>열기구체험,,1,fabf0ef4e9594ee60f2a9d14dbb3a8f9,0,,s,1,1,127.3297693,37.3498758,12,false,G9i3Vq/m/QQFcOfUs9pOsA==,-66.55,10.00,127.3306736,37.3494829,120,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,245482.47,nres://marker/00058-00060,nres://marker/00058-00215,,,,,1000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,79,16027869,월전공원,,false,,0,"여행,명소",근린공원,222117,222122,222170,광주광역시 광산구 장록동,,,,월전<b>공원</b>,,2,d4cb48a5f3c42cb2ac8a7510ba689af3,0,,s,1,1,126.7678545,35.1328939,12,false,MAxzcrWnVY20GUWSGIHepw==,87.46,0.41,126.7671375,35.1326303,80,,,,,,,,,,,,true,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,10765.43,nres://marker/00060-00110,nres://marker/00060-00265,,,,,222195,,,,,,false,126.7681601,35.1308949,,,1,RELA,1.0,16027869,117.9926027,19.6944771,117.9926027,19.6944771,5,16027794,월전공원입구,입구,입구(사람),126.7681601,35.1308949,5,21192930,월전공원입구,입구,입구(사람),126.7681512,35.1338507,5,1354937600,월전공원입구,입구,입구(사람),126.7672947,35.1322588,,,,false,126.7681512,35.1338507,,,,false,126.7672947,35.1322588,,,,,,,,,,
49,80,16297151,하늘체육공원,,false,,0,지역명소,"도시,테마공원",222117,222122,222170,광주광역시 남구 봉선동,,,,하늘체육<b>공원</b>,,1,182408b6f3e815067fdd5aa5f08f7124,0,,s,1,1,126.9148006,35.1196491,12,false,,,,,,,HygdV31fRnd15BD4+yZTeA==,-122.05,-47.71,126.9152756,35.1199173,80,,,,,,false,1,,,,false,,false,,false,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,7158.01,nres://marker/00054-00096,nres://marker/00054-00237,,,,,231762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
